State,District,Date,Year,Month,Avg_rainfall,Agency_name
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-11,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-12,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-13,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-14,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-15,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-16,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-17,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-18,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-19,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-20,2022,01,0.036944064,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-21,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-22,2022,01,4.019584957,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-23,2022,01,0.018058919,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-24,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-25,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-26,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-27,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-28,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-29,2022,01,0,NRSC VIC MODEL
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2022-01-30,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-01,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-03,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-04,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-05,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-06,2022,01,0.03378447,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-07,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-08,2022,01,0.478774202,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-09,2022,01,0.071430022,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-10,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-11,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-12,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-13,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-14,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-15,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-16,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-17,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-18,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-19,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-20,2022,01,0.076256375,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-21,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-22,2022,01,4.59951426,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-23,2022,01,0.140929503,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-24,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-25,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-26,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-27,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-28,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-29,2022,01,0,NRSC VIC MODEL
Daman & Diu,Daman,2022-01-30,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-01,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-03,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-04,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-05,2022,01,0.026434069,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-06,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-07,2022,01,14.37572806,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-08,2022,01,1.151350577,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-09,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-10,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-11,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-12,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-13,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-14,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-15,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-16,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-17,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-18,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-19,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-20,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-21,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-22,2022,01,1.556672974,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-23,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-24,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-25,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-26,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-27,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-28,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-29,2022,01,0,NRSC VIC MODEL
Daman & Diu,Diu,2022-01-30,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-01,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-03,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-04,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-05,2022,01,0.055633147,NRSC VIC MODEL
Delhi,Central,2022-01-06,2022,01,21.86662124,NRSC VIC MODEL
Delhi,Central,2022-01-07,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-08,2022,01,151.5444392,NRSC VIC MODEL
Delhi,Central,2022-01-09,2022,01,34.66478544,NRSC VIC MODEL
Delhi,Central,2022-01-10,2022,01,7.489136142,NRSC VIC MODEL
Delhi,Central,2022-01-11,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-12,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-13,2022,01,0.011177436,NRSC VIC MODEL
Delhi,Central,2022-01-14,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-15,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-16,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-17,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-18,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-19,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-20,2022,01,0.013971795,NRSC VIC MODEL
Delhi,Central,2022-01-21,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-22,2022,01,26.4244748,NRSC VIC MODEL
Delhi,Central,2022-01-23,2022,01,55.43703409,NRSC VIC MODEL
Delhi,Central,2022-01-24,2022,01,0.008383077,NRSC VIC MODEL
Delhi,Central,2022-01-25,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-26,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-27,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-28,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-29,2022,01,0,NRSC VIC MODEL
Delhi,Central,2022-01-30,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-01,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-03,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-04,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-05,2022,01,0.181344249,NRSC VIC MODEL
Delhi,East,2022-01-06,2022,01,27.15694588,NRSC VIC MODEL
Delhi,East,2022-01-07,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-08,2022,01,184.5852403,NRSC VIC MODEL
Delhi,East,2022-01-09,2022,01,46.11644415,NRSC VIC MODEL
Delhi,East,2022-01-10,2022,01,13.88959436,NRSC VIC MODEL
Delhi,East,2022-01-11,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-12,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-13,2022,01,0.010313417,NRSC VIC MODEL
Delhi,East,2022-01-14,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-15,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-16,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-17,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-18,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-19,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-20,2022,01,0.012891771,NRSC VIC MODEL
Delhi,East,2022-01-21,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-22,2022,01,32.745099,NRSC VIC MODEL
Delhi,East,2022-01-23,2022,01,77.62908982,NRSC VIC MODEL
Delhi,East,2022-01-24,2022,01,0.007735063,NRSC VIC MODEL
Delhi,East,2022-01-25,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-26,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-27,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-28,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-29,2022,01,0,NRSC VIC MODEL
Delhi,East,2022-01-30,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-01,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-03,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-04,2022,01,0.000691978,NRSC VIC MODEL
Delhi,New Delhi,2022-01-05,2022,01,0.153965105,NRSC VIC MODEL
Delhi,New Delhi,2022-01-06,2022,01,14.63585367,NRSC VIC MODEL
Delhi,New Delhi,2022-01-07,2022,01,0.002075934,NRSC VIC MODEL
Delhi,New Delhi,2022-01-08,2022,01,99.10266715,NRSC VIC MODEL
Delhi,New Delhi,2022-01-09,2022,01,27.51650515,NRSC VIC MODEL
Delhi,New Delhi,2022-01-10,2022,01,8.227445418,NRSC VIC MODEL
Delhi,New Delhi,2022-01-11,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-12,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-13,2022,01,0.002767912,NRSC VIC MODEL
Delhi,New Delhi,2022-01-14,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-15,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-16,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-17,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-18,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-19,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-20,2022,01,0.187526038,NRSC VIC MODEL
Delhi,New Delhi,2022-01-21,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-22,2022,01,17.7423159,NRSC VIC MODEL
Delhi,New Delhi,2022-01-23,2022,01,48.42064152,NRSC VIC MODEL
Delhi,New Delhi,2022-01-24,2022,01,0.002075934,NRSC VIC MODEL
Delhi,New Delhi,2022-01-25,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-26,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-27,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-28,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-29,2022,01,0,NRSC VIC MODEL
Delhi,New Delhi,2022-01-30,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-01,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-03,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-04,2022,01,0.00371299,NRSC VIC MODEL
Delhi,North,2022-01-05,2022,01,0.006869032,NRSC VIC MODEL
Delhi,North,2022-01-06,2022,01,15.90180982,NRSC VIC MODEL
Delhi,North,2022-01-07,2022,01,0.011138971,NRSC VIC MODEL
Delhi,North,2022-01-08,2022,01,100.6324374,NRSC VIC MODEL
Delhi,North,2022-01-09,2022,01,35.15459351,NRSC VIC MODEL
Delhi,North,2022-01-10,2022,01,3.851299337,NRSC VIC MODEL
Delhi,North,2022-01-11,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-12,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-13,2022,01,0.005198187,NRSC VIC MODEL
Delhi,North,2022-01-14,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-15,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-16,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-17,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-18,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-19,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-20,2022,01,0.919893382,NRSC VIC MODEL
Delhi,North,2022-01-21,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-22,2022,01,18.25491751,NRSC VIC MODEL
Delhi,North,2022-01-23,2022,01,40.13389935,NRSC VIC MODEL
Delhi,North,2022-01-24,2022,01,0.00389864,NRSC VIC MODEL
Delhi,North,2022-01-25,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-26,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-27,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-28,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-29,2022,01,0,NRSC VIC MODEL
Delhi,North,2022-01-30,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-01,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-03,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-04,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-05,2022,01,0.00459665,NRSC VIC MODEL
Delhi,North East,2022-01-06,2022,01,31.30318779,NRSC VIC MODEL
Delhi,North East,2022-01-07,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-08,2022,01,219.365937,NRSC VIC MODEL
Delhi,North East,2022-01-09,2022,01,47.57532946,NRSC VIC MODEL
Delhi,North East,2022-01-10,2022,01,7.653422566,NRSC VIC MODEL
Delhi,North East,2022-01-11,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-12,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-13,2022,01,0.018386601,NRSC VIC MODEL
Delhi,North East,2022-01-14,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-15,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-16,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-17,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-18,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-19,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-21,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-20,2022,01,0.022983251,NRSC VIC MODEL
Delhi,North East,2022-01-22,2022,01,37.87639756,NRSC VIC MODEL
Delhi,North East,2022-01-23,2022,01,73.49124323,NRSC VIC MODEL
Delhi,North East,2022-01-24,2022,01,0.013789951,NRSC VIC MODEL
Delhi,North East,2022-01-25,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-26,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-27,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-28,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-29,2022,01,0,NRSC VIC MODEL
Delhi,North East,2022-01-30,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-01,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-03,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-04,2022,01,0.008440059,NRSC VIC MODEL
Delhi,North West,2022-01-05,2022,01,0.013363427,NRSC VIC MODEL
Delhi,North West,2022-01-06,2022,01,20.81951603,NRSC VIC MODEL
Delhi,North West,2022-01-07,2022,01,0.025320178,NRSC VIC MODEL
Delhi,North West,2022-01-08,2022,01,121.3399178,NRSC VIC MODEL
Delhi,North West,2022-01-09,2022,01,56.61591712,NRSC VIC MODEL
Delhi,North West,2022-01-10,2022,01,5.007065121,NRSC VIC MODEL
Delhi,North West,2022-01-11,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-12,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-13,2022,01,0.002813353,NRSC VIC MODEL
Delhi,North West,2022-01-14,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-15,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-16,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-17,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-18,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-19,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-20,2022,01,2.079771255,NRSC VIC MODEL
Delhi,North West,2022-01-21,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-22,2022,01,22.94992764,NRSC VIC MODEL
Delhi,North West,2022-01-23,2022,01,55.24511084,NRSC VIC MODEL
Delhi,North West,2022-01-24,2022,01,0.002110015,NRSC VIC MODEL
Delhi,North West,2022-01-25,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-26,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-27,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-28,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-29,2022,01,0,NRSC VIC MODEL
Delhi,North West,2022-01-30,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-01,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-03,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-04,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-05,2022,01,0.005512274,NRSC VIC MODEL
Delhi,Shahadra,2022-01-06,2022,01,37.53858661,NRSC VIC MODEL
Delhi,Shahadra,2022-01-07,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-08,2022,01,263.0622568,NRSC VIC MODEL
Delhi,Shahadra,2022-01-09,2022,01,57.05203691,NRSC VIC MODEL
Delhi,Shahadra,2022-01-10,2022,01,9.177936373,NRSC VIC MODEL
Delhi,Shahadra,2022-01-11,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-12,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-13,2022,01,0.022049096,NRSC VIC MODEL
Delhi,Shahadra,2022-01-14,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-15,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-16,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-17,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-18,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-19,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-20,2022,01,0.02756137,NRSC VIC MODEL
Delhi,Shahadra,2022-01-21,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-22,2022,01,45.42113857,NRSC VIC MODEL
Delhi,Shahadra,2022-01-23,2022,01,88.13023828,NRSC VIC MODEL
Delhi,Shahadra,2022-01-24,2022,01,0.016536822,NRSC VIC MODEL
Delhi,Shahadra,2022-01-25,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-26,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-27,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-28,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-29,2022,01,0,NRSC VIC MODEL
Delhi,Shahadra,2022-01-30,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-01,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-03,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-04,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-05,2022,01,0.212504145,NRSC VIC MODEL
Delhi,South,2022-01-06,2022,01,11.40983794,NRSC VIC MODEL
Delhi,South,2022-01-07,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-08,2022,01,73.15250863,NRSC VIC MODEL
Delhi,South,2022-01-09,2022,01,23.09756592,NRSC VIC MODEL
Delhi,South,2022-01-10,2022,01,11.40779463,NRSC VIC MODEL
Delhi,South,2022-01-11,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-12,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-13,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-14,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-15,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-16,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-17,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-18,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-19,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-20,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-21,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-22,2022,01,13.66973779,NRSC VIC MODEL
Delhi,South,2022-01-23,2022,01,43.27728647,NRSC VIC MODEL
Delhi,South,2022-01-24,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-25,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-26,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-27,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-28,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-29,2022,01,0,NRSC VIC MODEL
Delhi,South,2022-01-30,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-01,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-03,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-04,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-05,2022,01,0.25078405,NRSC VIC MODEL
Delhi,South East,2022-01-06,2022,01,17.07791258,NRSC VIC MODEL
Delhi,South East,2022-01-07,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-08,2022,01,111.6644057,NRSC VIC MODEL
Delhi,South East,2022-01-09,2022,01,32.73453731,NRSC VIC MODEL
Delhi,South East,2022-01-10,2022,01,14.32436788,NRSC VIC MODEL
Delhi,South East,2022-01-11,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-12,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-13,2022,01,0.002138883,NRSC VIC MODEL
Delhi,South East,2022-01-14,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-15,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-16,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-17,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-18,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-19,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-20,2022,01,0.002673604,NRSC VIC MODEL
Delhi,South East,2022-01-21,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-22,2022,01,20.50386868,NRSC VIC MODEL
Delhi,South East,2022-01-23,2022,01,59.51335446,NRSC VIC MODEL
Delhi,South East,2022-01-24,2022,01,0.001604162,NRSC VIC MODEL
Delhi,South East,2022-01-25,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-26,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-27,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-28,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-29,2022,01,0,NRSC VIC MODEL
Delhi,South East,2022-01-30,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-01,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-03,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-04,2022,01,0.002678737,NRSC VIC MODEL
Delhi,South West,2022-01-05,2022,01,0.662509162,NRSC VIC MODEL
Delhi,South West,2022-01-06,2022,01,12.90194737,NRSC VIC MODEL
Delhi,South West,2022-01-07,2022,01,0.011480303,NRSC VIC MODEL
Delhi,South West,2022-01-08,2022,01,86.75961674,NRSC VIC MODEL
Delhi,South West,2022-01-09,2022,01,43.66045395,NRSC VIC MODEL
Delhi,South West,2022-01-10,2022,01,2.451140394,NRSC VIC MODEL
Delhi,South West,2022-01-11,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-12,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-13,2022,01,0.000382677,NRSC VIC MODEL
Delhi,South West,2022-01-14,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-15,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-16,2022,01,0.000765354,NRSC VIC MODEL
Delhi,South West,2022-01-17,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-18,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-19,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-20,2022,01,0.696184718,NRSC VIC MODEL
Delhi,South West,2022-01-21,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-22,2022,01,16.39674299,NRSC VIC MODEL
Delhi,South West,2022-01-23,2022,01,39.18160501,NRSC VIC MODEL
Delhi,South West,2022-01-24,2022,01,0.000669684,NRSC VIC MODEL
Delhi,South West,2022-01-25,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-26,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-27,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-28,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-29,2022,01,0,NRSC VIC MODEL
Delhi,South West,2022-01-30,2022,01,0,NRSC VIC MODEL
Delhi,West,2022-01-01,2022,01,0,NRSC VIC MODEL
Delhi,West,2022-01-03,2022,01,0,NRSC VIC MODEL
Delhi,West,2022-01-04,2022,01,0.005770634,NRSC VIC MODEL
Delhi,West,2022-01-05,2022,01,0.04080663,NRSC VIC MODEL
Delhi,West,2022-01-06,2022,01,18.77455321,NRSC VIC MODEL
Delhi,West,2022-01-07,2022,01,0.017311903,NRSC VIC MODEL
Delhi,West,2022-01-08,2022,01,117.855523,NRSC VIC MODEL
